,Time,Text,Sentiment
92,2019-01-08 23:59:48+00:00,may gun so wild many people wanna go the apple store it s not even event.,"[24.53565533670893, 27.212328242164944, -9.982370814237512]"
93,2019-01-08 23:59:46+00:00,dudubraids cinnamon apple. can’t believe invented yellow. wow. man.,"[13.002923063450122, 30.234565675131183, -12.553375056923223]"
94,2019-01-08 23:59:45+00:00,obese people reduce amount oxidative stress their body taking apple cider vinegar,"[19.19009006707508, 21.41214008152332, 0.9864248051498379]"
95,2019-01-08 23:59:44+00:00,who sadist responsible turning the green skittles lime apple?,"[18.190234393898375, 8.061856616615586, -11.334718747272746]"
96,2019-01-08 23:59:40+00:00,any ecomm people selling apple watch bands? take money so,"[4.628148510907647, -2.5111968872714034, -10.843297433661853]"
97,2019-01-08 23:59:32+00:00,"gregballoch i on anti apple side, myself, makes sense. it sucks equipment goes haha.","[38.353317111699816, 31.815157787225147, -12.08803035024819]"
98,2019-01-08 23:59:32+00:00,tucker n mrblueit prime reason apple fucking doesn’t deserve us,"[11.89223911279733, 10.098585456338512, -13.17531582559662]"
99,2019-01-09 23:59:58+00:00,chartlittlemix apple shortcuts,"[-0.8632873819928844, -2.3300199280406653, -11.413641026622763]"
101,2019-01-09 23:59:53+00:00,"timcast sorry tim. used droid iphone. and droid sucks. apps problems i never iphone. works great with apple tv, imessage a plus my kid has wifi, more.","[31.2407182216913, 19.248851624719478, -14.181702796691454]"
102,2019-01-09 23:59:52+00:00,"kerryoleary katunews gop apples oranges. dental care an essential service, voting nowhere near important, especially you here illegally are risk being caught, arrested deported the process.","[67.22465389282303, 67.29056550547786, 24.453058278793577]"
103,2019-01-09 23:59:51+00:00,apple really feds,"[-0.41499158456899043, -1.8331699568675597, -11.75972318477421]"
104,2019-01-09 23:59:49+00:00,that’s one big apple,"[-1.0588816156889493, -2.6090198029834117, -11.311408140863854]"
105,2019-01-09 23:59:48+00:00,"justintrudeau eucopresident next time.. stop wiping asses us officials.. huawei just much better apple/samsung have back doors the us agencies fear.. homeland, s.s., fbi, cia, army intelligence, etc.. who cares a china soldier knows my habits..?","[86.41525716747982, 57.078191750103784, -11.090254437187113]"
106,2019-01-09 23:59:48+00:00,"eddieramirez you get voucher minutes. when re a computer web browser, make sure shows apple tv top your screen the pro account linked the correct device. you dm to make a payment get the voucher.","[55.200335429674105, 73.26365680806337, -6.4341370467092105]"
107,2019-01-09 23:59:42+00:00,jonerlichman buttercakegirl the beginning a dramatic rise depression girls women across north america. thanks apple,"[34.402233778923964, 39.69403176614226, -0.08635092495551078]"
108,2019-01-09 23:59:40+00:00,do i need invest an ipad pro school? students apple,"[7.649047756648376, 7.570952927125944, -10.803090398377371]"
109,2019-01-09 23:59:39+00:00,"apple iphone , at&amp;t, gb – rose gold refurbished","[29.70285519932497, 18.82968700833039, -10.331996688600533]"
110,2019-01-10 23:59:53+00:00,today mom discovered joy honey crisp apples told i right along,"[19.913482080142867, 28.58428037375014, -11.679340730207684]"
112,2019-01-10 23:59:52+00:00,lady gaga’s “do what u want” featuring r. kelly officially removed itunes &amp; apple music the song originally the artpop tracklist is gone.,"[54.49356467574079, 51.13265953786103, 2.199284557607271]"
113,2019-01-10 23:59:51+00:00,ijustine more tech videos and mainly a consumer had issues apple like series ones also would love do best you can you an inspiration me do push too hard god bless you ijustine,"[54.96294675888708, 10.255830011331724, -3.4015537208232303]"
114,2019-01-10 23:59:49+00:00,crypto bitlord or bankrupt. years...??? this t apple amazon,"[17.271156385638495, -1.9066311356710917, -11.146423904146936]"
115,2019-01-10 23:59:47+00:00,apple so just got forced update phone. when i expect phone slow down?,"[33.65018290009707, 32.141523787613906, -11.195429759759165]"
116,2019-01-10 23:59:41+00:00,hpsupport any spectre x display screen flickering/turn issues? i shocked mine go hp least bothered find root cause asking pay the new part and survive. terrible customerservice. neverhpanymore laptopmag pcmag go apple,"[34.40761596308885, 28.832494084427495, -1.1148851718927943]"
117,2019-01-10 23:59:37+00:00,pen pineapple apple pen,"[34.7763270592028, 33.30959451315502, -10.229116521381506]"
118,2019-01-10 23:59:37+00:00,how apple t security chip affects your disk storage,"[54.23534753849382, 21.856684946771615, 1.8369432201156428]"
119,2019-01-10 23:59:25+00:00,"fucking idiot. in china can get decent tablet &lt;£ the lure apple &amp; stupidity tax too strong the weak minded. man, , sold kidney buy ipad bedridden remaining organ fails","[59.952034814824835, 34.70946994832552, 10.660619777145925]"
120,2019-01-10 23:59:24+00:00,"i kinda want buy gucci slides, apple watch, airpods, then i probably upgrade phone first","[3.557194836371484, 7.0423946175689025, -9.789238496569268]"
121,2019-01-11 23:59:53+00:00,pisco blind tasting grape quebranta type pure tasting notes view colorless aromas balancing alcohol fruity apple banana sligthtly citrus syrup raisins nuts pecan taste balanced alcohol sweet apple banana pecan &amp; slightly bitter pisco winelover sour,"[131.60737444758067, 107.17948982709234, 0.7094645735598561]"
123,2019-01-11 23:59:50+00:00,can i get faces apple music bruh damn,"[10.250333263204315, 18.423299395195784, -10.491452592452994]"
124,2019-01-11 23:59:47+00:00,smartlyjoan thehill maziehirono wow let’s compare apples oranges.,"[21.601276006258566, 19.98936145036629, -11.195281758495149]"
125,2019-01-11 23:59:43+00:00,i’m convinced apple no idea they’re when comes making important decisions,"[17.293594996634884, -0.5465297911659097, -11.905533064262372]"
126,2019-01-11 23:59:42+00:00,apple iphone plus gb black sprint smartphone,"[20.226980625041836, 18.40741478190585, -10.130114605952095]"
127,2019-01-11 23:59:40+00:00,sn one apple please,"[11.109818069092018, 8.712382021410352, -10.907162821947168]"
128,2019-01-11 23:59:38+00:00,"williamhenryson i a cat was partial stewed apple egg custard, creme brûlée the making","[31.31613481827866, 30.931609211217655, -9.83547747895497]"
