,Time,Text,Sentiment
173,2019-01-15 23:59:41+00:00,charlie the horse deanie humphrys dunne via amazon charlie horse big dreams. can succeed? an adorable tale horse lovers. kidlit fun lifelessons momschoicewinner,"[63.793765909792334, 77.98539512283685, -1.3604379621270368]"
174,2019-01-15 23:59:41+00:00,pound grams dried blueberry grade a yunnan johnleemushroom distr... 来自 amazon,"[41.904518123861756, 12.272789116637284, -11.827796072645476]"
175,2019-01-15 23:59:40+00:00,why church t preach anal sex phillip williams sr. via amazon,"[50.746828147007754, 30.830878846786177, -10.285378793588919]"
176,2019-01-16 23:59:57+00:00,amazon,"[10.02289642961401, -0.13279535070444526, -11.781365806748079]"
178,2019-01-16 23:59:57+00:00,teaching outside box beyond deficit driven school reforms mai abd... via amazon urbanedjournal coolcatteacher mattbgomez thejlv flourishingkids blackedrocks ybethemovement blackteacherpro oprah,"[53.6094936163395, 35.66861392000803, 0.512544231184549]"
179,2019-01-16 23:59:56+00:00,serve one another love. calivalley home kitchen lifestyle knives whestone knifesharpener blades bladeedge siliconbase bamboobase nonslip angleguide safeblade chop slice knifesharpeningkit dullblades razors chisels clipper gift recipe amazon,"[44.69045260455639, 32.54948965546653, -0.4405374001422331]"
180,2019-01-16 23:59:51+00:00,"voiceofthestar i know i get couple flavors s local asian market here, maybe the same there. or amazon.","[27.823890773555238, 58.10093934992858, 3.7218209595426544]"
181,2019-01-16 23:59:45+00:00,aimz amazon you get on itunes.,"[19.387347409561336, 8.78921017346498, -10.808136313041423]"
182,2019-01-16 23:59:44+00:00,"aaaaargh, bloody teach to make amazon purchases hurry bought book a series i thought one a missing bride based the cover a young woman a long white dress no, s the one a year old posh woman dies a blue dress? ?","[103.89529033822707, 90.22444575607288, -10.091777535730998]"
183,2019-01-16 23:59:28+00:00,actualplastic amazon itunes it,"[19.439561466585968, -0.44426493364768804, -11.463859702148866]"
184,2019-01-16 23:59:25+00:00,i’d really like watch these new shows netflix amazon putting but i still trying finish mad men,"[2.9490132919170593, -3.341592830466937, -11.555689870087335]"
185,2019-01-16 23:59:22+00:00,"check this amazon deal zeefo bedside table lamp, retro style solid w... zeefo awesome little lamp. the base real wood, mahogany colored abs lamp shade very nice. this thing puts a lot light, even a switch the cord.","[55.422699663876266, 80.76241919259685, 9.653208420175545]"
186,2019-01-16 23:59:22+00:00,"ohhhitskimmm i got mine buy buy baby but also sell on amazon, walmart, &amp; bed bath beyond","[14.689057822846, 17.23734554099316, 1.4971119745951995]"
187,2019-01-17 23:59:58+00:00,blood water grandson amazon music,"[8.958752606333064, -1.1443073629654354, -11.583150020283178]"
189,2019-01-17 23:59:54+00:00,now series watch amazon next?.... hmmmmm...,"[17.17072759773328, -0.9802604264149655, -11.136828360068428]"
190,2019-01-17 23:59:53+00:00,want make home smarter new year amazonecho devices? enter win the all new amazon echo dot echo show contest askalexa,"[41.13312973949875, 15.017263519752277, -9.932529662923287]"
191,2019-01-17 23:59:48+00:00,"morgan stanley on hunt a ‘healthcare expedia’ estimates may save billion, thinks amazon, berkshire, jpmorgan would the ones construct it technologynews","[27.83925486535534, 6.773797607846063, -10.656354657824537]"
192,2019-01-17 23:59:47+00:00,"didn get everything your wish list holiday season? not worry you still pick the new echo dot, echo show, other alexa enabled devices and, an amazon prime member, get two day shipping amazonecho askalexa contest","[61.54084752385133, 68.67877555027384, -9.478087389889382]"
193,2019-01-17 23:59:44+00:00,"considered one the faces would appear ""the mount rushmore michigan football"" t miss bas authenticated autographed photo desmond howard. snag from stores on ebay amazon","[82.90698414484082, 84.33734084141682, 2.5081343702053545]"
194,2019-01-17 23:59:33+00:00,[amazon] radiohead in rainbows / . . coupon / prime,"[26.024523327886854, 10.953655190009911, -10.805959830804369]"
195,2019-01-17 23:59:29+00:00,"whether re tech savvy new voice enabled devices, amazon something us check their line of new improved amazonecho devices askalexa contest","[57.71464846554998, 36.88071991620549, -8.897526309485258]"
196,2019-01-17 23:59:27+00:00,want make home smarter new year amazonecho devices? enter win the all new amazon echo dot echo show contest askalexa,"[41.13312973949875, 15.017263519752277, -9.932529662923287]"
197,2019-01-17 23:59:24+00:00,amazon yankee candle large jars only . retail .,"[42.885370246816386, 23.823590908184578, -10.902684603635677]"
198,2019-01-18 23:59:58+00:00,amazon workers bang the door like police and in car the time get the door,"[47.01526120874333, 20.185053764380285, -9.675186516293195]"
200,2019-01-18 23:59:58+00:00,"win amazon gift card our wattpad, radish shortstory sweepstakes giveaway via sffbookbonanza","[29.411224424336748, 17.53394892281684, -10.801281385941337]"
201,2019-01-18 23:59:55+00:00,"our new album “access granted mixtape .” now streaming apple music, spotify, itunes, google play/youtube, amazon, pandora, deezer, tidal, napster, iheartradio, claromusica, saavn,…","[10.409047115851795, 15.704090468565688, 0.7679090666171078]"
202,2019-01-18 23:59:50+00:00,lee moran thegrandtour jeremyclarkson richardhammond i thought was amazon shit car show,"[20.618764756787183, 10.69393105350752, -11.08256220777492]"
203,2019-01-18 23:59:46+00:00,alexa amazon had blinding debut dj ours tonight going with petewylie sinful... sing,"[29.84346996711646, 18.53506761333537, 0.4647965909112344]"
204,2019-01-18 23:59:43+00:00,perhaps twitter amazon have bit a look hahaha shit car show?,"[19.19324172624167, 28.091576673002933, -10.87080358777719]"
205,2019-01-18 23:59:42+00:00,primevideo amazon shit cars how?,"[22.608773506352453, 22.528335321424564, -11.397147911362076]"
206,2019-01-18 23:59:39+00:00,amazon didn’t drop my wave caps cause was “secure location” lmaooo the guys left in tv my porch,"[26.409578775933387, 30.062336295990107, -9.878452545321522]"
207,2019-01-18 23:59:36+00:00,"reliance plans consolidate merchants an online offline e commerce platform, quite unlike marketplace model flipkart, amazon paytm mall.","[44.04994686081999, 44.02765790360423, -11.457712050337221]"
208,2019-01-18 23:59:32+00:00,"dgolumbia pdxprivacy amazon and penalty lying? nothing. what s gained ignoring, double speak like legal privacy policy seems like says one thing, in fact there protect company otherwise obfuscating truth? time. once built/released, harder end.","[57.73496606644451, 53.509861679312806, 12.357822445487457]"
209,2019-01-19 23:59:52+00:00,amazon,"[10.02289642961401, -0.13279535070444526, -11.781365806748079]"
211,2019-01-19 23:59:52+00:00,microsoft wants cortana play nicely with amazon google via wired,"[40.37108721380621, 27.60326168462298, -10.355100488654784]"
212,2019-01-19 23:59:41+00:00,"action, sex &amp; violence brilliant stories ? oh &amp; scifi historical fiction books. check my twelve titles amazon author pages crime gangster police corruption fiction nazis poland scifi jews treblinka sexy passion ebook","[152.98949178705598, 169.17405150374407, 50.0004350207049]"
213,2019-01-19 23:59:40+00:00,another world kakicchysmusic mp downloads amazon prime,"[21.735373477357115, 10.761536975144942, -11.204830673726462]"
214,2019-01-19 23:59:37+00:00,amazon fulfillment center,"[10.441219953502115, 10.360781768574226, -11.674206377452773]"
215,2019-01-19 23:59:33+00:00,"quinnp hello. freedive new streaming service imdb, amazon company. it allow watch movies free ads regardless whether a prime member already it. when select ""more ways watch"", are you able to access purchased version? ^rm","[66.60054302428765, 69.0064434398192, -7.521966586729164]"
216,2019-01-19 23:59:30+00:00,uncharted the lost legacy . get here amazon ==&gt; is like fornite with jumps ropes uncharted fortnite,"[17.621805615084075, 13.107517525734337, -0.31227665290063555]"
217,2019-01-19 23:59:29+00:00,"trapped a time machine, jonas arnel, tipper montgomery, along rest the crew discover earth past been altered. can repair the timeline? via amazon scifi timetravel sparkingimaginations bookatatime via","[71.7376732403369, 59.605894191585335, 26.113639048709032]"
218,2019-01-19 23:59:28+00:00,"remingtonjamesf i forgot send the headline. also, first amazon review.","[4.679278681953609, -2.745007576974111, -11.121258870294362]"
219,2019-01-19 23:59:26+00:00,i liked youtube video the money rope is finally on amazon | unboxing &amp; how to use | watch before you,"[10.28136837629005, -7.6893046652174775, 0.6561870556244145]"
220,2019-01-20 23:59:45+00:00,"spkr on latest release katiebeth, ""on your left"". available itunes, apple music, amazon, cd baby, spotify you tube get now katiebeth onyourleft originalmusic femalecountryartist...","[53.47960688884229, 70.24118804092264, 14.30227147186902]"
222,2019-01-20 23:59:45+00:00,win free amazon giftcard giveaway jeepersitsjanuary bloghop sdsxxtours,"[22.436228698801028, 9.895256663845444, -11.662167612541474]"
223,2019-01-20 23:59:40+00:00,some drums solo with tablet screen drums kakicchysmusic mp downloads amazon prime,"[53.26445762738465, 31.129606973680218, -9.778627204192503]"
224,2019-01-20 23:59:40+00:00,just saw on amazon dragon touch k action camera mp vision ... dragon touch . via amazon,"[74.7829705852082, 20.93421656537862, -9.819001130376009]"
225,2019-01-20 23:59:35+00:00,hey amazon and khal gonna by like minutes pick our packages. what kind id acceptable?,"[2.7901698780813335, -5.147531857885042, -10.387067635727547]"
226,2019-01-20 23:59:35+00:00,bookgaslighting not yet. no biggie. i order from amazon i have two,"[13.816855637749388, -1.731874739659205, -10.900948589061173]"
227,2019-01-20 23:59:31+00:00,i entered win amazon gift card apetitemama enter it january giveaway hop/,"[41.98371287684066, 40.73438310187422, -10.508015249089638]"
228,2019-01-20 23:59:28+00:00,thepolymathbook available its biggest ever discount order before amazon shoots price back polymath curiosity creativity selfhelp wileybusiness,"[30.672902818195613, 10.69748839198678, -0.572964964679386]"
229,2019-01-20 23:59:26+00:00,"kristylabonte prime amazon— goliath, it’s great. sneaky pete another.","[13.781663933600957, 22.272401947287356, -0.05026827119142041]"
230,2019-01-20 23:59:24+00:00,dashawnscents amazon prime them i believe,"[21.277609795128782, 11.737294354700232, -11.374318124392147]"
231,2019-01-21 23:59:59+00:00,"this big move amazon assert competitiveness ott. with a tech giant pushing boundaries, i interested see this influences market.","[52.13376728198447, 21.648807255462984, -10.916116119411342]"
233,2019-01-21 23:59:59+00:00,"ata furniture barkyk kyoto oak solid wood end table, inches ata furni... via amazon","[30.899635325406653, 20.59670986230754, -10.769983837365672]"
234,2019-01-21 23:59:57+00:00,gillette ruthtweetx dump gillette cartridges/w huge markup move safety razors. i ordered kit amazon soon gillette’s nonsense started never going back. i’m shaving . blade now. and much closer. for example edwin jagger double edge safety razor,"[109.48258583553276, 82.07833550549223, -9.843498859613575]"
235,2019-01-21 23:59:57+00:00,i looking parkas throw blankets amazon i stumbled this amazing thing,"[21.76762116272901, 8.733790666996015, -13.61833984849676]"
236,2019-01-21 23:59:57+00:00,"i listed funko pop movies dc justice league &amp;ndash; aquaman vinyl figure bundled pop box protector case , buy from mgagam supplies and snacks via amazon","[69.51881150494653, 92.92707993307765, -7.574033702149492]"
237,2019-01-21 23:59:57+00:00,aws sdk ssm .. official aws ruby gem amazon simple systems manager ssm amazon ssm . this gem part…,"[80.39998578702004, 69.93223463692483, 0.9943960865245884]"
238,2019-01-21 23:59:54+00:00,i added video a youtube playlist it the best selling smartphone on amazon... but why?,"[26.250061459546945, 14.686932330942298, -10.837444677003333]"
239,2019-01-21 23:59:48+00:00,jenelle dumber i thought...if think people gonna watch solo anything some damn netflix amazon. liar. teenmom,"[26.275188870431027, 10.902877775830959, 1.9911016396273595]"
240,2019-01-21 23:59:46+00:00,have u entered win amazon gc the hats off giveaway hop? rn giveaway hopends /,"[51.45136121403553, 30.761091066407218, -10.151302862832324]"
241,2019-01-21 23:59:43+00:00,"when want buy ""bastard samurai"" paperback oeming comickelsey amazon, you live the end world shipping","[5.000528649026234, 5.363033840446413, -9.759297407761451]"
242,2019-01-22 23:59:57+00:00,i liked youtube video how to ship to amazon fba step step guide to shipping to amazon,"[45.721064908139944, 35.97894376517196, -9.91996532810758]"
244,2019-01-22 23:59:52+00:00,amazon prime got super lazy,"[20.124937741630262, 13.006322086111897, -11.801364907207315]"
245,2019-01-22 23:59:51+00:00,amazon prime nypd blue...hell yes i loved show.,"[23.927456093001478, 27.321755795287533, -12.19354851262473]"
246,2019-01-22 23:59:49+00:00,"i liked youtube video action movies amazon prime, better than transformers &amp; why? | flick","[39.236100405586164, 6.6280965959702485, -12.517080311770854]"
247,2019-01-22 23:59:41+00:00,good smoke kakicchysmusic mp downloads amazon prime,"[33.56620038930248, 11.469689330139566, -12.253843136387118]"
248,2019-01-22 23:59:40+00:00,urgent quest pumpkinfest a travel writer cozy mystery kelly young the e book available pre order writerslife via amazon,"[87.32599249324447, 74.44882821659301, 12.824249575479584]"
249,2019-01-22 23:59:40+00:00,amazon flouting rules.,"[10.02289642961401, -0.13279535070444526, -11.781365806748079]"
250,2019-01-22 23:59:35+00:00,"canned roasted eel cans total net weight grams gx tins , seafood ... 来自 amazon","[53.66930828216625, 34.8815877888537, -10.721200136141803]"
251,2019-01-22 23:59:34+00:00,different world on amazon prime video yw,"[29.02487992418811, 7.454931641552207, -10.490412456275784]"
252,2019-01-22 23:59:33+00:00,article i tried block amazon from my life. it was impossible. i tried block amazon from my life. it was impossible.,"[67.50951917596691, 11.056935723479924, -11.58971980696127]"
253,2019-01-23 23:59:59+00:00,"preorder copy writers the future volume at favorite indy, b&amp;n, bam, amazon us amazon uk click","[40.01651808116014, 19.227256158454225, -11.813533767786723]"
255,2019-01-23 23:59:59+00:00,"preorder copy writers the future volume at favorite indy, b&amp;n, bam, amazon us amazon uk click","[40.01651808116014, 19.227256158454225, -11.813533767786723]"
256,2019-01-23 23:59:55+00:00,ready for anything multinational amazon star rated black travel toiletry bag giveaway winners be selected giveaway entries limited us residents please giveaway win,"[87.99975303027841, 69.12122778932542, 2.224066010612475]"
257,2019-01-23 23:59:51+00:00,"fedex, ups stocks fall as amazon looks to poach their customers via ibdinvestors","[39.388505810381176, 18.745120470691575, -10.187929828860575]"
258,2019-01-23 23:59:48+00:00,for reason can pre order anthem amazon...,"[18.396980209354393, 18.66992798946559, -10.255945465720401]"
259,2019-01-23 23:59:47+00:00,"oneleemagic lol yea there amazon warehouse a damaged box, read reason it’s used","[27.791023859418946, 19.255917227352782, -9.803365501050223]"
260,2019-01-23 23:59:47+00:00,"free the promise that we made the promise trilogy, book aderonke moyinlorun via amazon","[19.167856437952143, 24.696107861807178, -10.741508248040574]"
261,2019-01-23 23:59:44+00:00,"glambyangelic goregirlfx rawbeautykristi amazon it’s best and i’m even excited start yt channel i need get camera, i would set","[22.33253001849005, 16.477761111602973, -1.1790776735578703]"
262,2019-01-23 23:59:42+00:00,"wow, i expect microsoft be clear leader. i chose amazon, apparently is not a popular choice amongst takers this poll...","[62.32195851229314, 44.32833414524002, -11.416148921072462]"
263,2019-01-23 23:59:42+00:00,"makeupby joslyn rawbeautykristi amazon well damn that means i buy i bought real kinos, but was i got chance buy on auction like /th retail. paid like two duo banks are new","[26.342154150621997, 17.96003061088821, 14.395762633662954]"
264,2019-01-24 23:59:58+00:00,all money i spend amazon i need rewards card them something,"[5.47148181376306, -1.2986220551716205, -11.06383058471036]"
266,2019-01-24 23:59:57+00:00,new jobs may coming leduc county courtesy amazon new warehouse.,"[32.09282740737201, 28.9889274115705, 1.5913571242907096]"
267,2019-01-24 23:59:52+00:00,yes. check weezer teal album weezer amazon music amazonmusic,"[18.127246095536737, 15.373845583519937, -10.900662955092912]"
268,2019-01-24 23:59:49+00:00,"did know have amazon wishlist support boxers our kennel facility? you help pups purchasing items our wishlist right now, could use dog food kibble wet food","[74.38774668612487, 64.82374797669847, 1.8976505252783369]"
269,2019-01-24 23:59:48+00:00,"trapped a time machine, jonas arnel, tipper montgomery, along rest the crew discover earth past been altered. can repair the timeline? via amazon scifi timetravel sparkingimaginations bookatatime via commun","[71.7376732403369, 59.605894191585335, 26.113639048709032]"
270,2019-01-24 23:59:47+00:00,amazon started experiment automated deliveries using miniature autonomous vehicles drive along pavements. “amazon scout robots take pavements washington state” bbc delivery autonomous ai drones dronepay lastmile,"[102.1599306529025, 102.69330524890464, 4.314254839070358]"
271,2019-01-24 23:59:46+00:00,"ummmm ok amazon seriously wtf newlow richardson, texas","[18.114061380379336, 1.603949993990653, -13.56391832704356]"
272,2019-01-24 23:59:41+00:00,"are inspired clean, purge organize winter? me check these ideas enter win amazon gc help","[34.867999684350046, 38.612028522085026, -1.1129699230599925]"
273,2019-01-24 23:59:41+00:00,"chrisbrockhurs benrotripods manfrotto tweet vanguardphoto mefototripods gitzo tweet leggedthing jobyinc i don’t know i cheapest dirtiest one, i a “budget” amazon one i’ve using almost years will in the mix.","[3.1403021953975996, -5.923676977518056, -9.860943664786035]"
274,2019-01-24 23:59:38+00:00,oneperfectshot amazon it’s april yet guys,"[20.35640261568211, 10.28458887354639, -11.078679388399564]"
275,2019-01-25 23:59:59+00:00,"juliaglynne i terribly sorry order t arrive expected. to clarify, this item shipped amazon a seller? you find information . ^sc","[72.26665434951865, 58.19056052427156, 13.294086270799525]"
277,2019-01-25 23:59:40+00:00,the theme election jockey[ autumn] kakicchysmusic amazon prime,"[42.53039632670594, 32.36693067540985, -10.45925000991884]"
278,2019-01-25 23:59:39+00:00,kosmot joshmom rose mclean ej braithwaite jezabellenelson harleywartooth kittydoormat russwbrookfan that where mine came from. target amazon may sell it.,"[39.77288356153253, 18.879066324830347, -10.333571795725774]"
279,2019-01-25 23:59:37+00:00,yay i finally beat escape room skill amazon alexa. that one took forever. starting escape airplane now..,"[36.429817780661274, 15.6807916368642, -10.575839042052081]"
280,2019-01-25 23:59:36+00:00,shops quoted new battery for triumph. its amazon. guess my new battery delivers tuesday,"[27.983630870204383, 26.41525214450546, -9.67309338797702]"
281,2019-01-25 23:59:36+00:00,"i asked amazon echo dot ‘alexa’ and she straight said “i’m feeling groovy, got rhymes flowing me” bitch what","[40.20081381112852, 23.188801095475725, 0.9386708972075581]"
282,2019-01-25 23:59:35+00:00,bloomberg google bid battle amazon suffers blow as walmart withdraws. 透過 googlenews,"[45.269510999950356, 33.10455342597866, 0.9428580001539757]"
283,2019-01-25 23:59:33+00:00,put bible my amazon basket one time,"[9.834754415244095, 10.509270909232235, 0.6359947424446375]"
284,2019-01-25 23:59:29+00:00,gostei de um vídeo youtube top wireless earbuds on amazon are only,"[27.090976482420555, 16.457263620912578, -11.528084361350764]"
285,2019-01-25 23:59:23+00:00,cir friday stream competition win a amazon egiftcard,"[21.438365281888522, 9.489780752663833, -11.355993529762266]"
286,2019-01-26 23:59:58+00:00,dashlane i love click password changer please add support amazon,"[30.760343156744053, 25.122491628089215, -12.129531655410872]"
288,2019-01-26 23:59:47+00:00,enter win author laurie winter the forever yours giveaway paypal amazon,"[64.26193968359377, 63.515668321141604, -9.973852425828895]"
289,2019-01-26 23:59:46+00:00,"are inspired clean, purge organize winter? me check these ideas enter win amazon gc help","[34.867999684350046, 38.612028522085026, -1.1129699230599925]"
290,2019-01-26 23:59:40+00:00,nd generation album remaster [clean] kakicchysmusic mp downloads amazon prime,"[32.737914810269594, 11.712303385193316, -11.312932572815896]"
291,2019-01-26 23:59:34+00:00,what r good netflix amazon prime movies watch drama comedy that’s actually entertaining not tacky,"[40.741986524006656, 32.351310554206734, -0.5615521294973433]"
292,2019-01-26 23:59:34+00:00,/ this how repjimmygomez described of yet be answered questions amazon,"[14.657157119867723, 19.04970967694424, -10.640495869402343]"
293,2019-01-26 23:59:16+00:00,"thehugemerk rockbok rafaelshimunov you undermined original argument. microsoft products bill gates, via gates foundation made great leaps towards improving life humanity the st century. amazon jeff bezos so much.","[78.60748236603636, 54.444349401581306, -0.532879440358542]"
294,2019-01-26 23:59:14+00:00,"jedipug, i thought this tweet earlier i saw amazon tweet harrison. in head, harrison alden not solely &lt;— kind a pun connected solo, also a general aloofness technology.","[47.29899430164222, 42.37101749691779, -9.234222230141668]"
295,2019-01-26 23:59:10+00:00,"super bowl tv deals best sales amazon, walmart more","[33.398678993852776, 30.699465513303103, -11.560862480523042]"
296,2019-01-26 23:59:07+00:00,amazon prime will deliver wine to your door in hour,"[48.337204578641, 19.3157840352538, -9.69084446617667]"
297,2019-01-27 23:59:59+00:00,iavoidtaxesby ordering everything on amazon prime cause it’s way easier in comfort of home ️,"[40.373607917986085, 40.58302415749315, -9.99330669473676]"
299,2019-01-27 23:59:59+00:00,amazon prime free shipping order for christmas delivery machinelearning ai iot cc mikequindazzi,"[76.50495440645605, 55.151488475976535, -9.508138612091415]"
300,2019-01-27 23:59:53+00:00,almost i excited announce book i co edited/co authored marlysa sullivan neil pearson now available pre order amazon yoga science pain care treating the person...,"[93.2835012836962, 85.39057117214126, 0.6632442602145119]"
301,2019-01-27 23:59:50+00:00,"jimmyc all or nothing amazon really good, keeps cowboys football craving calm till season starts again, hard to binge episodes lol","[53.93953786113928, 38.930017493035706, -10.673063608400199]"
302,2019-01-27 23:59:46+00:00,jasonascavone sonnybunch if makes feel better amazon probably eliminate those the jobs go along them.,"[16.745933476715766, 6.2194096180793395, -11.617422673457213]"
303,2019-01-27 23:59:46+00:00,sad? eat mcdonalds watch amazon prime shows,"[38.04342532478881, 21.466174635562496, -10.735810256146436]"
304,2019-01-27 23:59:41+00:00,nice trouble kakicchysmusic mp downloads amazon prime,"[23.702568699641777, 11.826572968279443, -14.193928969169]"
305,2019-01-27 23:59:35+00:00,product of the week amazon alexa controlled microwave via homedesigning cambridgema somerville,"[29.09574476278327, 10.09772613438161, -11.34656132813415]"
306,2019-01-27 23:59:34+00:00,spider man coming for ps get spidey sense at amazon ==&gt; spiderman ps,"[20.16452806864135, 26.815388657581565, -10.770369346910513]"
307,2019-01-27 23:59:33+00:00,i added video a youtube playlist amazon fan mail bad unboxing,"[27.422949063287884, 19.515479364531373, -11.931395285072256]"
308,2019-01-28 23:59:58+00:00,the fifth risk michael lewis via amazon,"[40.6208538218215, 0.977406375933604, 0.563156446784518]"
310,2019-01-28 23:59:57+00:00,groovy em marloowww guilt tripping telling to buy reusable ones amazon lol,"[40.12082308009113, 20.96262167798203, -10.42629703766373]"
311,2019-01-28 23:59:54+00:00,part of using year old amazon gift card came today are yes albums i on roll,"[13.826608504354187, 25.39401350283437, -9.751576046714177]"
312,2019-01-28 23:59:53+00:00,the fifth risk michael lewis via amazon,"[40.6208538218215, 0.977406375933604, 0.563156446784518]"
313,2019-01-28 23:59:53+00:00,"amazon alexa told ""thats tough? "" im appalled","[8.73087783792598, 0.3738625238821842, -11.716841952717132]"
314,2019-01-28 23:59:50+00:00,yay nay? let’s discuss asdaire feb th nyc. tickets . artificialintelligence robotics robots realestate amazon jeffbezos amazonprime anysizedeals,"[56.05803143781217, 32.72309845304144, -11.24650674577802]"
315,2019-01-28 23:59:48+00:00,rogercraigsmith amazon primevideokids you’re star amazing,"[12.555181407743067, 4.183348907226051, -13.4305958556012]"
316,2019-01-28 23:59:44+00:00,"rt lofpreent karma alexander the great round , available &amp; amazon","[22.25289399916618, 29.216848314064507, -0.402755145945882]"
317,2019-01-28 23:59:44+00:00,"rt lofpreent karma alexander the great round , available &amp; amazon","[22.25289399916618, 29.216848314064507, -0.402755145945882]"
318,2019-01-28 23:59:44+00:00,"rt lofpreent karma alexander the great round , available &amp; amazon","[22.25289399916618, 29.216848314064507, -0.402755145945882]"
319,2019-01-29 23:59:59+00:00,pokimanelol couragejd i already know mans ordered wig amazon immediately,"[30.36680559804316, 21.938006003732873, -10.462596127705979]"
321,2019-01-29 23:59:54+00:00,"galaxy s plus case, vena [vallure] wave texture [bumper frame][cornerguard s... via amazon","[30.265866576261534, 28.834221904227057, -10.67524692806893]"
322,2019-01-29 23:59:51+00:00,ips worldwide freight forwarding bankruptcy it squeezed both growth amazon &amp; fall sears?,"[56.63144299196987, 37.18816957385767, 1.4424864961865325]"
323,2019-01-29 23:59:44+00:00,don forget bitches.. birthday valentine s day i want lots amazon/bank/beautybay tributes... findom efdp,"[9.106820701032614, 7.098866069520504, -11.688162956670062]"
324,2019-01-29 23:59:40+00:00,kingdomhearts i preordered game amazon how i get dawn till dusk keyboard my game,"[15.718954955740049, 8.66171104210153, -10.461237584975152]"
325,2019-01-29 23:59:35+00:00,forever yours giveaway author reina m. williams enter win paypal cash an amazon gift card,"[63.64320879170153, 63.63107220594979, -10.526741665910293]"
326,2019-01-29 23:59:34+00:00,"""beauty products saw increase sales amazon‘s cosmetic offering contributed large share the cosmetics market, says new research. the total value the beauty market the uk valued £.bn in , suggests report released today by…","[95.08569172163237, 114.93733069410426, 5.590461970069029]"
327,2019-01-29 23:59:34+00:00,naval lad masonic tweets would happen a couple crypto native capital markets players grow fang size. content producers resellers bend all sorts ways google &amp; amazon.,"[101.99585333068492, 138.80947696948724, 15.86878876020846]"
328,2019-01-29 23:59:34+00:00,mattycurry drewtotherowe next step to buy smart plug you control via google home/amazon echo,"[26.87910069234047, 23.73207246526232, -10.472352623424243]"
329,2019-01-29 23:59:32+00:00,"these arrived. these beautiful solar flowers, light your garden night. search deatmall amazon more info.","[54.89070114693215, 28.436678963294952, -11.982724358630193]"
330,2019-01-30 23:59:55+00:00,bikeportland amazon pdxparksandrec portofportland mileloop they could just used tape measure put a foot back. youhadonejob,"[28.054376910357252, 13.145495342049358, 0.9489596579694108]"
332,2019-01-30 23:59:54+00:00,writers pens pen set jinhao x fountain pen black medium nib writers pens velvet pen sleeve jinhao ink cartridges amazon australia amazon us,"[147.1054881062351, 132.71776920712404, 4.1972651689406035]"
333,2019-01-30 23:59:50+00:00,"heart stopping, first contact techno thriller you t want miss. free via amazon scifi technothriller sparking imaginations bookatatime via commun","[59.797775641235106, 38.97262452414752, 2.1109837161196907]"
334,2019-01-30 23:59:50+00:00,"amazon why you folks get rid short url using the share button? the url huge now, copying pasting a client","[34.28433896434334, 15.455808564797593, -9.542600919118101]"
335,2019-01-30 23:59:50+00:00,remember that talking potato snl said getting amazon hq like winning lottery,"[26.622131851622317, 30.26992142815019, -10.44230552828246]"
336,2019-01-30 23:59:41+00:00,who leaked amazon ceo&amp; ;s flirty texts? your guess is good bezos&amp; ;&lt;em&gt;&lt;/em&gt; via gizmodo,"[30.294908286201565, 7.833009835799814, -11.475604428608136]"
337,2019-01-30 23:59:40+00:00,natashaj fayyazjm fayyaz i’m coming you natasha makes file bankruptcy of candles amazon packages,"[42.27775940793271, 12.810874038769235, 0.8771461853576881]"
338,2019-01-30 23:59:40+00:00,some drums solo with tablet screen drums kakicchysmusic mp downloads amazon prime,"[53.26445762738465, 31.129606973680218, -9.778627204192503]"
339,2019-01-30 23:59:40+00:00,"netflix, amazon, hollywood studios shut down dragon box","[26.615422000755203, 21.97545701779204, -10.861872191434813]"
340,2019-01-30 23:59:36+00:00,learn to craft own croissants next nationalcroissantday my new cookbook bake coming march th available amazon pre order.,"[46.20368121281303, 16.783100461111545, -10.021840592837336]"
341,2019-01-31 23:59:57+00:00,amazon giftcard,"[10.02289642961401, -0.13279535070444526, -11.781365806748079]"
343,2019-01-31 23:59:56+00:00,"itz richard k jacksfilms shanedawson garrett watts like i said earlier, if makes feel better, amazon fire runs android technology. &lt;","[48.58109746522262, 1.7975789077301552, -12.268677862149417]"
344,2019-01-31 23:59:55+00:00,mastercard ups say online spending strong—but amazon’s real test marketwatch,"[7.161037168798214, 16.489361723317636, -10.340537582446721]"
345,2019-01-31 23:59:44+00:00,i entered prize giveaway amazon gift card win fishbowlprizes,"[32.16158273176054, 30.582677918325388, -10.943304389345215]"
346,2019-01-31 23:59:33+00:00,amazon sparks fears sales forecast,"[22.516271406474566, 32.511086816937244, -11.513132033380984]"
347,2019-01-31 23:59:32+00:00,amazon begins pulling products from its india site local government strict new policies go into effect,"[75.82138677336498, 44.465004218905364, 13.593216523667678]"
348,2019-01-31 23:59:28+00:00,whether projection global us only an impressive accomplishment amazon ott,"[31.31964312653489, 30.583185385531046, -10.928134102459524]"
349,2019-01-31 23:59:26+00:00,"valentine day gifts , discounts. hurry buy before prices increase valentinesday engagement friends love lovelive gold necklace earrings silver eeuu usa amor canada mexico españa gift gifts ring giveaway amazon ebay","[134.2937918519405, 118.98324972992717, 13.11715681175231]"
350,2019-01-31 23:59:23+00:00,amazon’s barely transparent transparency report somehow gets opaque,"[19.989498272777258, 11.139201271974123, -11.785519123176158]"
