,Time,Text,Sentiment
84,2019-01-07 23:59:37+00:00,"happy birthday hpfefferiii thanks dinners, disney trip, opening house us crazies the cheers the stands. you’re the best","[16.33636330262077, 13.052783680382333, -5.254785650247811]"
85,2019-01-07 23:59:37+00:00,abc owned disney forced american workers train foreign replacements.. they both dead i went to disney orlando many times before..,"[69.16621394014824, 32.70505029029627, -10.530889998614853]"
86,2019-01-07 23:59:33+00:00,i wanna go disney land valentine’s day the next years,"[-1.7106223179501427, 4.205062833034823, -10.988348911585668]"
87,2019-01-07 23:59:31+00:00,"ecksdeesd facts i feel like worlds put kh missed mark... i haven’t seen tangled, big hero , wreck it ralph, etc. do i really urge see films… i want disney classics. not new age stuff. it doesn’t the kind magic the way classics do.","[44.76509019704303, 53.90170672279562, 0.6918249650936872]"
88,2019-01-08 23:59:59+00:00,"redsinister grimphantom inc jaxbladefitness if anything, i see airing toonami, seeing this sony show not disney s.","[22.819827529420838, 31.37404054354002, -0.032763204359710585]"
89,2019-01-08 23:59:57+00:00,"themeparknews . ok, muppet vision d s really easy do, simply theming new d movie based the latest film, the muppets now fully owned disney property now can what want with them.","[27.053015537382368, 40.422547150534896, 13.961877403751274]"
90,2019-01-08 23:59:55+00:00,movies i need see theatres captainmarvel avengers lion king aladdin just take my money disney,"[29.680154047243125, 30.556033311165095, 2.633048305557878]"
91,2019-01-08 23:59:50+00:00,if disney some ideas a live action remake this one theblackcauldron disney remakes,"[7.0109031829736965, -6.067515393484797, -10.451064771684997]"
92,2019-01-08 23:59:44+00:00,"patagonykus in the muppet movie, kermit driving big bird walking the side the road waves him, he waving he been abandoned his muppet family is driving disney world","[26.574173709360895, 18.287207794639457, -11.433567651492396]"
93,2019-01-08 23:59:42+00:00,briiiibrown yes actually haha i want make video soon what i’m nowadays my disney subscribers know i haven’t totally fallen the face earth lol hopefully the next two weeks so excited to share details soon,"[27.308613439509276, 25.00335348805028, -9.804846440815922]"
94,2019-01-08 23:59:42+00:00,mjfree nooo they absolutely cannot disney world.,"[0.429905878035602, 10.428757234020338, -13.917167880397145]"
95,2019-01-08 23:59:38+00:00,chriseliopoulos disney world?,"[11.054324426388522, 9.875273952792524, -11.061101904566364]"
96,2019-01-08 23:59:34+00:00,starting think tonyschiavone right heyheyitsconrad doing better job promoting wrestling any promoter. few yrs be mlw ringofhonor aewrestling &amp; hopefully impactwrestling top companies. my prediction wwe goes way wcw it sells fox/disney,"[16.629202589813236, 30.08638286468721, -10.162986297746116]"
97,2019-01-08 23:59:25+00:00,"paperstainedink i remember watching disney tv show a kid, winnie pooh my comfort cartoon too.","[18.17403569889883, 15.989298914668382, -9.555719938086057]"
98,2019-01-08 23:59:21+00:00,move in &amp; move out cleaning special cleaningservice housecleaning housekeeping disney orlando tuesdaymotivation tuesdaythoughts tuesday news florida today realestate millenia orlandoflorida moving money sanford…,"[36.222250240286805, 27.687722115070713, -9.436388442028544]"
99,2019-01-09 23:59:57+00:00,giullianofnsk manusayuri ferreira lare disney?,"[-1.163827870224604, -1.2618099921591441, -11.483060127935218]"
100,2019-01-09 23:59:57+00:00,i know every theme song every disney jr show,"[19.887132828710453, 16.736148278003284, -10.096880843062408]"
101,2019-01-09 23:59:55+00:00,"me, coming home my mom when the best month go disney? me","[-5.792512796978552, -6.1193562707636175, -11.1676440600274]"
102,2019-01-09 23:59:47+00:00,dandrezner this not disney movie.,"[-2.654109578454711, 9.13600611016458, -11.331915176712144]"
103,2019-01-09 23:59:38+00:00,"haku and mata hakuna matata sung timon pumbaa feat. simba first ""neverland"" this really love disney movie references","[11.788694393121023, 5.87972591028673, -12.115728446250223]"
104,2019-01-09 23:59:06+00:00,naples ristorante e bar napolini pizzeria celebrate grand reopening the downtown disney district disneyland resort,"[22.819811430259623, 19.32588684811695, -12.839889648394802]"
105,2019-01-09 23:59:05+00:00,hearing whispers scarlet witch &amp; vision show disney going be like the tom king vision book top runs btw . and that...is friggin amazing. now imma need to knock wanda up...,"[106.69496612996379, 109.34004081938372, 13.74832515051294]"
106,2019-01-09 23:59:00+00:00,"richardhercher steeltow robertiger these still living wages these employees. if annual passes tickets went double digits, aren the faces disney, park employees getting livable wage? slave wages paid by the ""white slavers"" george lucas","[66.05235626757037, 50.84752842204993, -8.0642011517579]"
107,2019-01-09 23:59:00+00:00,go a magic carpet ride disney aladdin arrives omaha runs january the orpheum theater →,"[66.63947595552226, 34.19302229420062, 2.0037284627242684]"
108,2019-01-09 23:58:57+00:00,check all magical experiences coming the walt disney world resort this year waltdisneyworld disney disneyparks centralflorida,"[8.563055911828986, 4.166477575937407, 1.2533168858039687]"
109,2019-01-09 23:58:51+00:00,"took boys disney springs today. it my first time going since big update, place massive. stefcabunny disney springs","[-7.667141911592121, -5.719772044820516, -10.126583107821077]"
110,2019-01-10 23:59:46+00:00,i liked youtube video disney || i can go the distance michael bolton,"[17.382868359815863, 5.888208634351841, -11.127306121285429]"
111,2019-01-10 23:59:39+00:00,aw someone take to disney ice,"[-2.8739884846563113, -4.634328586934565, -10.799933604601236]"
112,2019-01-10 23:59:37+00:00,anyone hook up cheap disney tickets plz,"[16.373535644198494, 17.028249510890454, -10.611163388751898]"
113,2019-01-10 23:59:20+00:00,ign now only disney part ways ea can finally get star wars games.,"[21.97597314304686, 33.3405020878935, 1.2064310142801418]"
114,2019-01-10 23:59:09+00:00,youknowwhatidontget i not deny i admitted public domain rants also frequenting scanlation sites. at least i admit my hypocrisy whereas disney likely t admit their copyrights become longer necessary.,"[85.70034852178624, 62.5110530436194, 4.232125928025496]"
115,2019-01-10 23:59:09+00:00,"youknowwhatidontget i t care kids still like disney cinderella, should been public domain orig. version years ago. hypocrites.","[25.25592410150553, -5.874220629335326, -10.22046127133926]"
116,2019-01-10 23:59:09+00:00,"youknowwhatidontget media companies like disney built empire using public domain. however, things like copyright restoration, retroactive copyright extensions, trademarking public domain, are hesitant let many their classics expire.","[68.38357908212978, 48.76575235749955, -9.051939545915289]"
117,2019-01-10 23:59:03+00:00,kenthewinkfairy i work merchandise main street the emporium front the castle but going any disney park better clubbing my opinion tbh,"[48.48848394025094, 49.19301751405787, -8.937512398981326]"
118,2019-01-10 23:59:02+00:00,"also sailorhg pointed that mulan the ? disney princess whose happy ending t marriage/romance, rather getting father family approval. that scene always made cry, i t even realize until pointed out","[70.8046253083502, 51.68409427514972, -10.73692123867231]"
119,2019-01-10 23:59:02+00:00,the past years amanjayb been on birthday we’ve gone disney stuff he work today i’m bored lol lame,"[10.365596553138008, -6.689141030375012, -11.519741090910813]"
120,2019-01-10 23:59:02+00:00,my day=thenthenx then⛩thenthen/️thenthenthen= not enough emojis the world describe it. gotta come me decipher post. disney magic kingdom,"[28.388926150166004, 21.33658327273372, -9.942148187730268]"
121,2019-01-11 23:59:55+00:00,"pinero scn donjidz midknightgaz i wouldn’t expect see daredevil the disney streaming service a couple years. if does come back, i highly doubt will charlie cox’s version","[25.62078376884097, 54.82599889759682, -8.791568691740267]"
122,2019-01-11 23:59:45+00:00,what’s tall favorite animated disney movie isn’t pixar?,"[13.377919634366389, 18.75959324339383, -11.74238451070174]"
123,2019-01-11 23:59:41+00:00,disney mickey mouse icon charm blue glass stones bracelet char treasuregalleria via etsy,"[77.7770087059851, 86.70829970179297, 14.853304572320354]"
124,2019-01-11 23:59:27+00:00,"netflix, disney marvel tv studios save daredevil sign petition via change","[16.636259631630846, -5.586407600724755, -10.6651003446892]"
125,2019-01-11 23:59:27+00:00,i really want go back disney world i’m poor i hate song,"[-7.6713398959170815, -0.5667133237783308, -13.204298282468017]"
126,2019-01-11 23:59:25+00:00,another amazing day waltdisneyworld again; transportation issues. the app &amp; posted bus time . at bus stop pm changed ...then ...then pm. disney do many things right multiple times trip transport dropped ball.,"[108.32245821074586, 59.197775934449126, -10.299038032715302]"
127,2019-01-11 23:59:24+00:00,disney cosplay job interview chewbacca child stare contest chewbacca ... child ... chewbacca ... child tuuuuuurrrrr chewbacca the fuc mean tuuuuurrr child ... chewbacca ...fuck,"[31.667350671692663, 61.282694910302496, -9.118659360251016]"
128,2019-01-11 23:59:16+00:00,we see you know disney,"[-1.8191236533661226, -4.795906994866549, -10.870724825697678]"
129,2019-01-11 23:59:10+00:00,"disney ceo stock award worth much . million businessnews january ,","[22.846842665015718, 20.188252698600643, -11.975381149699643]"
130,2019-01-11 23:59:10+00:00,disney minnie mouse hawaiian charm double sided bracelet charm treasuregalleria via etsy,"[56.59748257478034, 65.5287735705882, 14.472589307485578]"
131,2019-01-11 23:59:08+00:00,it’s always either people really small cars cars disney pass holder stickers are worst drivers,"[16.81997139375945, 30.796724926109334, -12.917399731358998]"
132,2019-01-12 23:59:50+00:00,i miss disney,"[-2.4649333257864923, -0.48343418282163997, -12.34890979823625]"
133,2019-01-12 23:59:48+00:00,anyone else friends high school just leave disney world and never return?,"[-8.169094339606868, -3.564330019073197, -10.50453385903505]"
