,Time,Text,Sentiment
119,2019-01-10 23:56:07+00:00,"some the best advice i ever took get research soon i could an undergrad. even folks end non academic path, unique experience ownership an analysis counts big on a cv. big thanks to jformaggio cern mit","[49.2125234706996, 32.24925717245556, 0.2518692647537506]"
120,2019-01-10 23:55:50+00:00,"camarieee i’m crying ...walmart, walgreens, cvs....a good cleanse you got time be the toilet sis","[18.894069556256493, -0.9074101192410926, -13.758543083075168]"
121,2019-01-11 23:59:02+00:00,ellaminty / makes now wonder challenges transitioning the uk pr job market t my cv highlights my journalism experience an asset; it actually seen employers recruiters liability.,"[33.982934252097955, 19.883323893044405, 2.4313654929068065]"
123,2019-01-11 23:58:52+00:00,hate u type target google maps it takes u a glorified cvs,"[38.16683079213583, 41.72142813775022, -10.616457775773924]"
124,2019-01-11 23:57:55+00:00,calling girls coaching victory expanding girl’s aau year come out &amp; join cv fam register tryouts today girlsrule coachingvictory…,"[18.75040383293916, 8.28164404744372, 1.2227506949442812]"
125,2019-01-11 23:57:41+00:00,"rejectcantdance jackalsilva he ignored ""no"", you sitting trying tell us he right justified just fine doing so. so tell us, is ever ok man keep ignoring a woman says no?? with body, face, actions? when? when she s cvs?","[34.11980973789698, 54.4293176496147, -11.030887164013606]"
126,2019-01-11 23:57:36+00:00,"nymbrands target the closest target me a day walk. what walgreens, cvs, rite aid, even ulta?","[41.45977230875675, 33.48619146365414, 1.1915638447500356]"
127,2019-01-11 23:57:02+00:00,dunlop srixon revo cv . ls laserfibre vorso g lbs wilson sensation lbs,"[17.416999115045048, 57.181155218224234, 11.582845475108819]"
128,2019-01-11 23:56:07+00:00,dunlop srixon revo cv . ls laserfibre vorso g lbs wilson sensation lbs,"[17.416999115045048, 57.181155218224234, 11.582845475108819]"
129,2019-01-11 23:55:43+00:00,the pets freaked and i could find flavored pedialyte cvs. itried,"[17.87524207983622, 1.328606725118227, -0.8781385108669397]"
130,2019-01-11 23:54:37+00:00,nulled | [download] ballard v.. – responsive cv wordpress theme,"[7.876270596040576, 9.182126772232577, -11.178884940222751]"
131,2019-01-11 23:54:29+00:00,"i about shut all down, venture cold go cvs i need toilet paper, then i may take lyft home.","[54.71241640782652, 30.269571555626598, -9.198856412696642]"
132,2019-01-12 23:58:03+00:00,"cvs one the biggest polluters america, receipt cvs nearly ft long. not are filling landfills paper, the cost being passed consumers. somebody asked to pay the paper, ink, machines, the shipping.","[93.63391740260226, 99.88487847956821, -8.239615133056631]"
133,2019-01-12 23:57:50+00:00,bela’s entry tandav her dialogues so good. from memory lost mahir mentally unstable mahir... cvs kuch aur bacha hai kya hope tomorrow’s episode would better. they need work story. i miss old naagin behir tbh sigh naagin,"[81.8351840492498, 64.51430157991537, 10.589764490747726]"
134,2019-01-12 23:57:18+00:00,thanks cvs,"[12.334129405851648, 8.354246997702475, -12.568335537524078]"
135,2019-01-12 23:56:31+00:00,"i’m wearing pair jeans i haven’t worn really long time, i found old cvs receipt when i in san diego in june. my purchase? sour patch kids. i’m shook how predictable i as a human.","[67.49103251227582, 92.96713659238888, 3.7858301014685907]"
136,2019-01-12 23:56:08+00:00,"jaxter i’m sure you’re trolling everything there uses midi, the exception the cv outputs sync non midi.","[29.19184623855161, 27.716468043552176, -9.631312181093051]"
137,2019-01-12 23:55:23+00:00,"wicklund notand sounds fake, cvs receipts i pretty would spread farther the known universe","[37.012520344147056, 40.93243113119142, -11.179884465534869]"
138,2019-01-12 23:55:20+00:00,cvs health women’s hair regrowth treatment month supply unscented – exp,"[54.65183108056838, 35.36449043976917, -10.176338316412185]"
140,2019-01-12 23:55:06+00:00,"so i came first an axe throwing competition tonight, definitely adding to cv","[20.9818132017478, 20.166019975281415, 1.4407905849966198]"
141,2019-01-12 23:54:52+00:00,oliverjamesrobe rachelludi lawrence them insoles better fit there the best,"[0.6268277790262686, -4.670992916305472, -12.585118053711042]"
142,2019-01-12 23:54:29+00:00,this in scientists discovered parsec about equivalent cvs receipts,"[29.39484720680769, 32.28786789527578, -9.859915640298937]"
143,2019-01-13 23:59:05+00:00,nowplaying represent cuba [cvs] orishas,"[21.209620729452624, 21.111638607518085, -10.69337712444105]"
145,2019-01-13 23:59:02+00:00,"pyrategurl ok, finally found all these stories odd, skip ""going bananas"" the bottom the page oh it a quiktrip no wonder took so long to find this. i it my mind it cvs some reason.","[43.28014881291153, 29.33118232338755, 2.4032522846065802]"
146,2019-01-13 23:58:29+00:00,at age i start using own phone number cvs instead my parent land line? this a part adulthood still foreign me.,"[53.16907266271024, 70.19367296077034, -7.511290699225029]"
147,2019-01-13 23:58:27+00:00,career quotes epic cv,"[12.197047674340673, 11.911009875105226, -0.24859016933181266]"
148,2019-01-13 23:58:22+00:00,cvs x remixthegoat gramp ttfue symfuhny xxwxvy ohhwolfz i don’t see show name,"[10.06255752171214, 5.407722086956717, -10.357997564492372]"
149,2019-01-13 23:58:09+00:00,dbongino coachb cv i with dan,"[8.69724689907795, 8.287227015955432, -10.898139735345026]"
150,2019-01-13 23:57:19+00:00,kimbohr fiscalcliffw cvs itrecruiter skicharities influentialpeo bizthreesixty salesfuel caderageous thank following as well kim. grateful for the connection.,"[13.847677389467986, 23.861415526754804, -12.931253095909021]"
151,2019-01-13 23:56:47+00:00,is bad omen walk cvs see a baby sitting the middle the floor?,"[15.31153941443264, 9.288165231103534, -10.722859579050052]"
152,2019-01-13 23:56:32+00:00,that cvs drew brees commercial fake. where the mile long receipt?,"[30.607911910840127, 52.22879040236241, -9.966080369837641]"
153,2019-01-13 23:56:05+00:00,tap pay visa cvs?,"[9.188456985006747, 10.206631088746967, -11.029849361062261]"
154,2019-01-14 23:59:36+00:00,"the utaus the singer list me currently gahata meiji, kasane teto,keto meri cv act ,namine ritsu,czloid, a more.","[7.522769752888924, 15.945533450554322, -11.408328089383062]"
