,curr_close,prev_close,pos_sentiment,neg_sentiment
0,1656.579956,1501.969971,66.97592609158492,71.83459462136356
1,1659.420044,1539.130005,42.887675401389465,32.37915032398279
2,1656.219971,1500.280029,74.38506088957426,60.598952991722385
3,1640.560059,1575.390015,18.51742330109455,9.03416252051538
4,1617.209961,1629.51001,38.13294686257989,27.958940624127386
5,1674.560059,1656.579956,10.02289642961401,-0.13279535070444526
6,1683.780029,1659.420044,32.1235423446334,12.296626666782217
7,1693.219971,1656.219971,10.02289642961401,-0.13279535070444526
8,1696.199951,1640.560059,8.958752606333064,-1.1443073629654354
9,1632.170044,1617.209961,47.01526120874333,20.185053764380285
10,1640.02002,1674.560059,45.721064908139944,35.97894376517196
11,1654.930054,1683.780029,40.01651808116014,19.227256158454225
12,1670.569946,1693.219971,5.47148181376306,-1.2986220551716205
13,1637.890015,1696.199951,72.26665434951865,58.19056052427156
14,1593.880005,1632.170044,40.6208538218215,0.977406375933604
15,1670.430054,1640.02002,30.36680559804316,21.938006003732873
16,1718.72998,1654.930054,28.054376910357252,13.145495342049358
17,1626.22998,1670.569946,10.02289642961401,-0.13279535070444526
18,1633.310059,1637.890015,47.939842009194685,18.069784597036502
19,1658.810059,1593.880005,48.839862274230015,27.949704135458788
20,1640.26001,1670.430054,18.36532909020816,9.383520304972485
21,1614.369995,1718.72998,33.04999558988255,22.902211184987657
22,1588.219971,1626.22998,8.386455569950574,-1.1491783242483113
23,1591.0,1633.310059,59.34128264985868,50.045104303443544
24,1638.01001,1658.810059,40.980232523739645,29.742615517828696
25,1640.0,1640.26001,11.827514314622002,11.747076129694113
26,1622.650024,1614.369995,7.667829261909003,-2.46508367053918
27,1607.949951,1588.219971,15.009777355979981,26.608987604886895
28,1627.579956,1591.0,9.745165095206417,9.77392275644555
29,1622.099976,1638.01001,55.494547708367485,24.021754792619205
30,1619.439941,1640.0,18.755220118955993,11.254849835101872
31,1631.560059,1622.650024,9.325769473319179,-0.04035215100599787
32,1633.0,1607.949951,29.824627931277778,13.040252068182362
33,1636.400024,1627.579956,31.84958765713576,22.810052102492065
34,1641.089966,1622.099976,9.322078361691627,7.736438052654691
35,1639.829956,1619.439941,11.23035565068383,21.465832090847346
36,1671.72998,1631.560059,5.008707937959746,7.282320380743805
37,1696.1700440000004,1633.0,26.455424278803907,7.377263152645192
38,1692.430054,1636.400024,71.7376732403369,59.605894191585335
39,1668.949951,1641.089966,16.560614572345546,9.559611312015804
40,1625.949951,1639.829956,21.370619392005324,38.5503166399624
41,1620.800049,1671.72998,48.34497612868032,27.012476618553038
42,1670.619995,1696.1700440000004,63.16085587395775,33.39483628013049
43,1673.099976,1692.430054,50.30560144184022,51.40055277305741
