,Date,Open,High,Low,Close,Adj Close,Volume
0,2018-12-31,38.970001,39.59,38.919998,39.52,35.876076,2100
1,2019-01-02,38.400002,38.73,38.029999,38.029999,34.52346,8500
2,2019-01-03,38.349998,38.349998,38.34,38.34,34.804878,900
3,2019-01-04,39.209998999999996,39.59,38.950001,39.59,35.939621,5900
4,2019-01-07,41.150002,41.540001000000004,41.150002,41.540001000000004,37.709824,2000
5,2019-01-08,42.560001,42.82,42.360001000000004,42.66,38.726551,4100
6,2019-01-09,44.27,44.27,44.27,44.27,40.188107,1500
7,2019-01-10,44.139998999999996,44.18,42.849998,44.18,40.1064,3300
8,2019-01-11,44.5,44.700001,43.580002,43.630001,39.607116999999995,9000
9,2019-01-14,43.84,43.91,43.450001,43.650002,39.625271000000005,4700
10,2019-01-15,45.18,45.380001,44.169998,44.790001000000004,40.66016,3100
11,2019-01-16,46.860001000000004,46.860001000000004,46.759997999999996,46.759997999999996,42.448513,900
12,2019-01-17,45.84,45.84,45.189999,45.84,41.613346,900
13,2019-01-18,45.400002,45.580002,45.400002,45.580002,41.377319,4400
14,2019-01-22,45.470001,45.799999,45.200001,45.200001,41.03236,3100
15,2019-01-23,44.810001,44.810001,44.450001,44.450001,40.351509,600
16,2019-01-24,45.610001000000004,45.610001000000004,45.57,45.610001000000004,41.404552,900
17,2019-01-25,46.529999,46.889998999999996,46.529999,46.889998999999996,42.566528000000005,1900
18,2019-01-28,47.580002,47.619999,47.150002,47.32,42.956882,40000
19,2019-01-29,47.740002000000004,48.459998999999996,47.740002000000004,48.459998999999996,43.991764,1900
20,2019-01-30,48.459998999999996,48.459998999999996,48.459998999999996,48.459998999999996,43.991764,200
21,2019-01-31,47.720001,47.98,47.720001,47.93,43.510635,1600
22,2019-02-01,47.869999,47.869999,47.869999,47.869999,43.456169,300
23,2019-02-04,48.169998,48.169998,48.169998,48.169998,43.728508000000005,500
24,2019-02-05,48.380001,48.380001,48.380001,48.380001,43.919144,600
25,2019-02-06,48.860001000000004,48.860001000000004,48.369999,48.849998,44.34581,30700
26,2019-02-07,48.040001000000004,48.040001000000004,47.700001,47.700001,43.301846000000005,1800
27,2019-02-08,48.240002000000004,49.080002,48.240002000000004,48.43,43.964535,1100
28,2019-02-11,48.290001000000004,48.290001000000004,48.290001000000004,48.290001000000004,43.837444,400
29,2019-02-12,48.869999,48.869999,48.790001000000004,48.790001000000004,44.291340000000005,400
30,2019-02-13,49.450001,49.580002,49.310001,49.419998,44.863251,600
31,2019-02-14,49.77,49.91,49.73,49.91,45.308071000000005,1300
