,Date,Open,High,Low,Close,Adj Close,Volume
0,2018-12-31,110.58000200000001,111.089996,109.32,110.480003,105.00103,5019100
1,2019-01-02,109.150002,110.019997,108.230003,109.279999,103.860535,4835400
2,2019-01-03,108.910004,110.150002,108.050003,108.260002,102.891121,5975900
3,2019-01-04,109.540001,110.599998,108.239998,110.480003,105.00103,6293900
4,2019-01-07,110.010002,110.379997,108.650002,109.529999,104.098137,5220300
5,2019-01-08,110.139999,110.800003,109.41999799999999,110.58000200000001,105.09606200000002,6407700
6,2019-01-09,110.33000200000001,110.870003,107.489998,107.489998,102.159309,8521300
7,2019-01-10,107.410004,108.339996,107.360001,108.150002,102.786575,7905000
8,2019-01-11,107.860001,108.5,107.639999,108.160004,102.796082,5939000
9,2019-01-14,107.849998,107.959999,106.959999,107.32,101.997749,5804600
10,2019-01-15,107.459999,109.07,106.730003,108.989998,103.584923,4508000
11,2019-01-16,108.989998,109.050003,107.699997,108.339996,102.967163,4953500
12,2019-01-17,108.139999,109.470001,108.089996,109.220001,103.803513,4612200
13,2019-01-18,109.970001,110.300003,109.16999799999999,110.07,104.611359,5142700
14,2019-01-22,109.860001,110.230003,108.779999,109.910004,104.459305,5298200
15,2019-01-23,109.68,110.790001,109.510002,110.730003,105.238625,5197400
16,2019-01-24,110.309998,110.309998,108.410004,109.5,104.069641,4478000
17,2019-01-25,110.150002,110.589996,109.040001,109.349998,103.927071,5074800
18,2019-01-28,108.959999,109.599998,108.0,108.82,103.423355,4055900
19,2019-01-29,108.93,109.620003,108.510002,109.0,103.594421,4301500
20,2019-01-30,108.940002,111.239998,108.540001,110.82,105.324173,5023800
21,2019-01-31,110.970001,112.900002,110.209999,112.66999799999999,107.08242,6183400
22,2019-02-01,112.949997,113.279999,111.449997,112.190002,106.626228,5010500
23,2019-02-04,112.209999,113.400002,111.849998,113.089996,107.48159,3665000
24,2019-02-05,113.029999,113.540001,112.489998,112.900002,107.30101,4593400
25,2019-02-06,113.410004,113.58000200000001,112.300003,113.050003,107.44358100000001,4209400
26,2019-02-07,112.82,113.160004,112.160004,113.089996,107.48159,4227700
27,2019-02-08,112.93,113.040001,111.93,113.019997,107.415062,3868300
28,2019-02-11,113.160004,113.58000200000001,112.639999,112.970001,107.36753799999998,4851100
29,2019-02-12,113.230003,114.5,112.220001,113.790001,108.14688100000001,6765300
30,2019-02-13,114.110001,114.730003,113.629997,114.120003,108.46051000000001,5528000
31,2019-02-14,113.0,113.0,111.879997,112.589996,107.006386,6359200
32,2019-02-15,115.849998,116.279999,114.110001,115.910004,110.161751,8889500
33,2019-02-19,116.800003,116.970001,115.199997,115.93,110.180756,5596100
34,2019-02-20,115.75,116.639999,115.410004,115.83000200000001,110.08571599999999,6038900
35,2019-02-21,115.5,116.93,115.470001,116.099998,110.342308,4825900
36,2019-02-22,116.110001,116.769997,115.589996,116.760002,110.96958899999998,4865400
37,2019-02-25,117.16999799999999,117.300003,115.709999,116.059998,110.30431399999999,3755900
38,2019-02-26,116.370003,116.5,115.43,115.970001,110.21876499999999,4074600
39,2019-02-27,115.540001,115.699997,114.410004,115.370003,109.648521,4175100
40,2019-02-28,114.739998,116.220001,114.209999,115.639999,110.796341,5586300
41,2019-03-01,115.860001,116.370003,115.230003,116.18,111.313728,3629100
42,2019-03-04,116.550003,116.93,115.5,116.16999799999999,111.304146,4383100
43,2019-03-05,115.980003,116.82,115.660004,116.029999,111.17001299999998,3785400
44,2019-03-06,115.779999,116.83000200000001,115.58000200000001,116.660004,111.77361299999998,4770700
45,2019-03-07,116.209999,117.33000200000001,115.699997,116.099998,111.23708300000001,4858300
46,2019-03-08,115.83000200000001,116.260002,114.260002,115.230003,110.40351899999999,5003300
47,2019-03-11,115.300003,116.709999,114.980003,116.589996,111.706551,4821600
48,2019-03-12,116.75,117.209999,116.010002,116.57,111.687386,4356400
49,2019-03-13,116.879997,117.559998,116.459999,116.58000200000001,111.696976,5968600
50,2019-03-14,116.860001,116.980003,115.449997,115.5,110.662209,8986600
51,2019-03-15,115.68,116.529999,115.370003,115.660004,110.815506,18194200
52,2019-03-18,116.16999799999999,117.389999,116.050003,117.269997,112.35806299999999,9476000
53,2019-03-19,117.360001,118.75,117.25,118.089996,113.14371499999999,6751700
54,2019-03-20,118.07,119.480003,117.349998,118.32,113.36408999999999,5733500
55,2019-03-21,118.010002,119.66999799999999,118.010002,119.440002,114.437172,4305600
56,2019-03-22,119.5,121.290001,119.449997,120.720001,115.663574,6668100
57,2019-03-25,120.260002,121.290001,120.08000200000001,120.849998,115.788124,4275400
58,2019-03-26,121.459999,122.160004,121.260002,122.019997,116.909103,4583000
59,2019-03-27,122.459999,123.190002,121.190002,121.889999,116.784554,5318500
60,2019-03-28,121.889999,122.470001,121.589996,121.839996,116.736649,3694700
61,2019-03-29,122.290001,122.760002,121.269997,122.550003,117.416908,5758800
62,2019-04-01,122.589996,122.889999,121.589996,122.0,116.88996100000001,5025700
63,2019-04-02,121.900002,122.260002,121.559998,121.68,116.58335100000001,3242600
64,2019-04-03,121.68,122.230003,120.739998,121.559998,116.46838400000001,4534400
65,2019-04-04,121.809998,122.129997,121.16999799999999,121.470001,116.382149,3022500
66,2019-04-05,121.349998,121.66999799999999,120.82,121.620003,116.525856,3971500
67,2019-04-08,121.720001,122.040001,121.209999,122.0,116.88996100000001,3140100
68,2019-04-09,121.739998,122.199997,120.849998,122.16999799999999,117.052834,3864400
69,2019-04-10,122.349998,122.699997,121.660004,122.040001,116.928276,2681100
70,2019-04-11,122.360001,122.75,121.16999799999999,121.66999799999999,116.573776,3399700
71,2019-04-12,121.529999,122.33000200000001,121.150002,122.230003,117.110321,3501100
72,2019-04-15,122.440002,124.0,122.360001,123.660004,118.480423,4419800
73,2019-04-16,123.220001,123.82,121.889999,122.410004,117.28279099999999,5263700
74,2019-04-17,125.0,127.110001,123.839996,127.010002,121.690102,7318200
75,2019-04-18,128.229996,128.259995,126.730003,127.089996,121.766747,6331200
76,2019-04-22,126.769997,127.239998,125.879997,126.440002,121.143974,3707000
77,2019-04-23,126.68,127.540001,126.120003,127.089996,121.766747,4464100
78,2019-04-24,127.410004,127.980003,126.66999799999999,126.91999799999999,121.603874,3517200
79,2019-04-25,125.650002,126.400002,125.18,126.129997,120.84697,4433700
80,2019-04-26,126.519997,127.25,126.120003,126.400002,121.105652,3033800
81,2019-04-29,126.139999,126.959999,126.019997,126.690002,121.38350700000001,2793400
82,2019-04-30,127.050003,128.389999,126.339996,128.050003,122.68654599999999,4963600
83,2019-05-01,127.849998,128.0,127.010002,127.239998,121.91046899999999,3810800
84,2019-05-02,127.239998,127.550003,126.16999799999999,126.83000200000001,121.517647,2875900
85,2019-05-03,127.099998,128.179993,126.91999799999999,127.66999799999999,122.322456,2854900
86,2019-05-06,127.300003,127.629997,126.760002,127.269997,121.939201,2883900
87,2019-05-07,126.639999,126.949997,125.18,125.980003,120.70324699999999,3558900
88,2019-05-08,125.800003,126.739998,124.949997,126.019997,120.74156200000002,3844700
89,2019-05-09,125.769997,126.540001,124.849998,126.050003,120.770325,3127200
90,2019-05-10,126.139999,128.279999,125.620003,128.009995,122.64820900000001,3720400
91,2019-05-13,127.019997,127.940002,126.629997,127.160004,121.833817,4297200
92,2019-05-14,127.559998,128.509995,127.290001,127.410004,122.073357,5150300
93,2019-05-15,127.099998,129.869995,127.099998,129.350006,123.93209099999999,3751900
94,2019-05-16,129.369995,130.75,128.759995,130.270004,124.81356000000001,4812900
95,2019-05-17,129.919998,130.869995,129.649994,130.509995,125.043495,4011700
96,2019-05-20,130.03999299999998,130.449997,129.550003,129.990005,124.54528799999999,3965600
97,2019-05-21,130.580002,130.580002,128.850006,129.050003,123.64466100000001,4080800
98,2019-05-22,129.100006,130.639999,128.949997,130.070007,124.621948,3588000
99,2019-05-23,129.600006,130.899994,129.509995,129.970001,124.526123,3901400
100,2019-05-24,130.330002,130.479996,128.96000700000002,129.5,124.075806,2702700
101,2019-05-28,129.5,129.899994,127.360001,127.629997,122.28413400000001,8806000
102,2019-05-29,127.58000200000001,128.309998,126.839996,128.169998,122.80151399999998,5502700
103,2019-05-30,128.149994,128.91000400000001,127.779999,128.610001,123.223083,2710300
104,2019-05-31,128.0,128.449997,126.989998,128.0,122.63864099999999,4191200
105,2019-06-03,127.860001,129.16000400000001,127.489998,128.979996,123.577583,3588700
106,2019-06-04,129.75,129.809998,128.020004,129.070007,123.66383400000001,4242400
107,2019-06-05,129.220001,131.600006,128.860001,131.389999,125.88665800000001,5084200
108,2019-06-06,131.080002,132.270004,130.559998,131.979996,127.377762,5528000
109,2019-06-07,132.83999599999999,134.71000700000002,132.58999599999999,133.470001,128.815826,6332700
110,2019-06-10,133.179993,133.679993,132.360001,133.58999599999999,128.931625,2957900
111,2019-06-11,134.059998,134.33999599999999,132.690002,133.199997,128.555222,3553600
112,2019-06-12,134.009995,134.440002,132.66000400000001,133.139999,128.497314,3302800
113,2019-06-13,133.449997,133.78999299999998,131.850006,132.940002,128.30429099999998,2851400
114,2019-06-14,133.009995,133.53999299999998,132.559998,132.729996,128.10159299999998,3291800
115,2019-06-17,132.720001,133.240005,131.889999,132.520004,127.898941,2725800
116,2019-06-18,134.419998,134.419998,131.860001,132.059998,127.45498700000002,4378200
117,2019-06-19,132.059998,133.28999299999998,131.330002,132.850006,128.217453,4349900
118,2019-06-20,133.869995,134.449997,133.33999599999999,134.16000400000001,129.48175,3847500
119,2019-06-21,134.16000400000001,134.559998,133.630005,133.96000700000002,129.288727,7696300
120,2019-06-24,134.649994,135.240005,133.940002,134.139999,129.462448,3685800
121,2019-06-25,133.979996,134.479996,133.53999299999998,133.809998,129.143951,4176300
122,2019-06-26,133.059998,133.770004,132.300003,132.320007,127.705925,6024100
123,2019-06-27,132.25,132.440002,131.380005,131.690002,127.097885,4750900
124,2019-06-28,132.279999,132.41000400000001,130.759995,131.130005,126.557419,6318500
125,2019-07-01,131.990005,132.28999299999998,131.070007,131.869995,127.27159099999999,3544800
126,2019-07-02,132.08999599999999,132.649994,131.350006,132.429993,127.81206499999999,3233300
127,2019-07-03,132.979996,134.08999599999999,132.770004,133.990005,129.31768799999998,2859200
128,2019-07-05,132.889999,133.490005,131.550003,133.020004,128.381516,3356000
129,2019-07-08,133.100006,133.389999,132.03999299999998,132.559998,127.93755300000001,5854500
130,2019-07-09,133.0,133.399994,130.720001,131.740005,127.146149,8233200
131,2019-07-10,132.399994,134.46000700000002,131.869995,134.41000400000001,129.723053,6141500
132,2019-07-11,134.21000700000002,134.740005,133.350006,134.350006,129.665146,3944200
133,2019-07-12,134.0,134.429993,132.610001,133.279999,128.632446,4481200
134,2019-07-15,133.600006,134.16000400000001,132.550003,134.149994,129.472092,3077900
135,2019-07-16,134.080002,135.240005,133.050003,133.800003,129.13429299999999,4019700
136,2019-07-17,133.919998,134.279999,132.470001,132.779999,128.149872,4105100
137,2019-07-18,132.610001,133.199997,131.520004,132.880005,128.246399,3698600
138,2019-07-19,133.169998,133.190002,130.009995,130.08999599999999,125.553673,5022000
139,2019-07-22,130.490005,130.809998,129.630005,130.279999,125.737053,4411700
140,2019-07-23,131.130005,132.240005,130.41000400000001,130.740005,126.18100700000001,4145800
141,2019-07-24,131.199997,131.199997,128.619995,129.21000700000002,124.704369,4669700
142,2019-07-25,128.630005,129.529999,128.389999,128.990005,124.49203500000002,3335200
143,2019-07-26,129.440002,131.419998,128.71000700000002,131.220001,126.644272,4580800
144,2019-07-29,131.5,132.059998,131.179993,131.529999,126.943451,4533400
145,2019-07-30,131.33999599999999,132.080002,130.229996,130.479996,125.93006899999999,3367900
146,2019-07-31,130.479996,130.479996,126.239998,127.809998,123.353172,5757600
147,2019-08-01,128.96000700000002,129.399994,126.769997,127.139999,122.706543,6199400
148,2019-08-02,127.099998,128.820007,126.5,127.91999799999999,123.45934299999999,5573300
149,2019-08-05,128.350006,129.149994,123.879997,124.400002,120.06208000000001,6192800
150,2019-08-06,124.779999,127.0,124.379997,126.449997,122.040596,6258600
151,2019-08-07,126.400002,128.33999599999999,124.629997,127.779999,123.324234,6149000
152,2019-08-08,128.100006,129.75,127.0,129.470001,124.95529199999999,3702100
153,2019-08-09,129.71000700000002,129.740005,127.32,128.600006,124.115646,2929500
154,2019-08-12,128.449997,129.149994,127.870003,128.350006,123.87435900000001,2920800
155,2019-08-13,128.279999,130.380005,127.940002,129.929993,125.39924599999999,4088200
156,2019-08-14,129.520004,130.529999,128.800003,129.119995,124.617493,6232700
157,2019-08-15,129.66000400000001,131.220001,129.399994,130.720001,126.16171299999999,3701800
158,2019-08-16,131.419998,132.320007,130.639999,131.759995,127.165451,3405000
159,2019-08-19,132.070007,132.850006,131.940002,132.570007,127.94720500000001,3101200
160,2019-08-20,132.800003,133.100006,131.929993,132.059998,127.45498700000002,3160300
161,2019-08-21,132.91000400000001,133.639999,131.619995,132.33999599999999,127.72521200000001,2936900
162,2019-08-22,131.75,132.929993,131.320007,132.66000400000001,128.034073,2484200
163,2019-08-23,132.449997,133.350006,129.53999299999998,130.270004,125.727402,4239500
164,2019-08-26,130.820007,133.75,130.58999599999999,133.740005,129.076401,3954100
165,2019-08-27,134.199997,135.360001,133.679993,134.759995,130.060822,7187800
166,2019-08-28,134.5,135.33999599999999,134.279999,135.190002,130.475845,3972600
167,2019-08-29,135.610001,136.440002,134.520004,136.020004,131.276917,3045200
168,2019-08-30,136.110001,137.110001,135.759995,136.729996,131.962128,3742800
169,2019-09-03,136.350006,137.669998,135.880005,137.46000700000002,132.66668700000002,2989800
170,2019-09-04,137.809998,139.179993,137.25,139.149994,134.297745,3201700
171,2019-09-05,138.800003,138.800003,135.550003,135.979996,132.145203,4994600
172,2019-09-06,136.929993,137.419998,136.020004,137.369995,133.496002,3051600
173,2019-09-09,136.399994,136.679993,135.429993,136.399994,132.553345,4062100
174,2019-09-10,135.740005,136.509995,134.679993,135.860001,132.028595,4175000
175,2019-09-11,135.270004,136.78999299999998,134.880005,136.360001,132.514496,5005100
176,2019-09-12,136.740005,138.28999299999998,136.740005,137.28999299999998,133.418274,4146900
177,2019-09-13,136.080002,136.949997,135.679993,136.440002,132.592255,4008200
178,2019-09-16,136.389999,136.5,134.380005,134.880005,131.076233,2953600
179,2019-09-17,134.96000700000002,136.309998,134.509995,135.699997,131.873108,4013300
180,2019-09-18,135.809998,136.0,134.100006,135.5,131.678741,2647800
181,2019-09-19,135.41000400000001,135.83999599999999,135.080002,135.479996,131.659317,2804500
182,2019-09-20,135.0,135.759995,134.479996,134.71000700000002,130.91104099999998,6671100
