,Date,Open,High,Low,Close,Adj Close,Volume
0,2018-12-31,50.029999,50.139998999999996,49.619999,49.869999,45.229351,915600
1,2019-01-02,49.509997999999996,50.48,49.380001,50.290001000000004,45.610271000000004,788900
2,2019-01-03,50.290001000000004,50.459998999999996,49.709998999999996,50.310001,45.628414,836300
3,2019-01-04,51.0,51.290001000000004,50.709998999999996,51.18,46.417446000000005,720900
4,2019-01-07,51.509997999999996,51.830002,51.25,51.700001,46.889065,861700
5,2019-01-08,52.07,52.279999,51.52,52.16,47.306259000000004,689600
6,2019-01-09,52.470001,53.389998999999996,52.369999,53.360001000000004,48.394588,1424800
7,2019-01-10,53.200001,53.810001,52.970001,53.77,48.766438,870700
8,2019-01-11,53.59,53.799999,53.34,53.77,48.766438,598900
9,2019-01-14,53.59,54.029999,53.549999,53.619999,48.630394,581400
10,2019-01-15,53.740002000000004,54.009997999999996,53.380001,53.959998999999996,48.938759000000005,485300
11,2019-01-16,54.240002000000004,54.759997999999996,54.049999,54.52,49.446647999999996,583200
12,2019-01-17,54.209998999999996,55.259997999999996,54.18,55.099998,49.972671999999996,731700
13,2019-01-18,55.59,55.790001000000004,55.18,55.240002000000004,50.099647999999995,708900
14,2019-01-22,54.959998999999996,55.259997999999996,54.720001,55.25,50.108723,701500
15,2019-01-23,55.369999,55.450001,54.709998999999996,54.970001,49.854774,786700
16,2019-01-24,54.939999,55.139998999999996,54.630001,55.049999,49.92733,592000
17,2019-01-25,55.549999,55.689999,55.25,55.619999,50.44429,550100
18,2019-01-28,55.18,55.68,55.16,55.68,50.498699,421500
19,2019-01-29,55.669998,56.220001,55.669998,56.080002,50.861481,544000
20,2019-01-30,56.43,56.919998,56.27,56.66,51.387512,490000
21,2019-01-31,56.549999,57.0,56.5,56.939999,51.641453000000006,906700
22,2019-02-01,56.990002000000004,57.0,56.41,56.41,51.16077,626900
23,2019-02-04,56.48,56.709998999999996,56.259997999999996,56.650002,51.378440999999995,549700
24,2019-02-05,56.669998,56.799999,56.299999,56.779999,51.496342,499500
25,2019-02-06,56.610001000000004,56.900002,56.48,56.549999,51.287743,588600
26,2019-02-07,56.299999,56.389998999999996,55.900002,56.25,51.015659,565000
27,2019-02-08,56.169998,56.380001,55.630001,56.130001,50.90683,589300
