,Unnamed: 0,Time,Text,Sentiment
113,113,2019-01-10 23:59:20+00:00,ign now only disney part ways ea can finally get star wars games.,"[22.00335328270842, 34.25630494813574]"
114,114,2019-01-10 23:59:09+00:00,youknowwhatidontget i not deny i admitted public domain rants also frequenting scanlation sites. at least i admit my hypocrisy whereas disney likely t admit their copyrights become longer necessary.,"[85.74919008198567, 63.448054235068774]"
115,115,2019-01-10 23:59:09+00:00,"youknowwhatidontget i t care kids still like disney cinderella, should been public domain orig. version years ago. hypocrites.","[25.287979878479394, -4.9540879376736005]"
116,116,2019-01-10 23:59:09+00:00,"youknowwhatidontget media companies like disney built empire using public domain. however, things like copyright restoration, retroactive copyright extensions, trademarking public domain, are hesitant let many their classics expire.","[68.42306936770467, 49.69332254569121]"
117,117,2019-01-10 23:59:03+00:00,kenthewinkfairy i work merchandise main street the emporium front the castle but going any disney park better clubbing my opinion tbh,"[48.52989099184938, 50.122924026941185]"
118,118,2019-01-10 23:59:02+00:00,"also sailorhg pointed that mulan the ? disney princess whose happy ending t marriage/romance, rather getting father family approval. that scene always made cry, i t even realize until pointed out","[70.86887234748669, 52.63716566596151]"
119,119,2019-01-10 23:59:02+00:00,the past years amanjayb been on birthday we’ve gone disney stuff he work today i’m bored lol lame,"[10.39973751718853, -5.766672014021546]"
120,120,2019-01-10 23:59:02+00:00,my day=thenthenx then⛩thenthen/️thenthenthen= not enough emojis the world describe it. gotta come me decipher post. disney magic kingdom,"[28.420981927139895, 22.256887373377428]"
121,121,2019-01-11 23:59:55+00:00,"pinero scn donjidz midknightgaz i wouldn’t expect see daredevil the disney streaming service a couple years. if does come back, i highly doubt will charlie cox’s version","[25.66410758646295, 55.7583274396628]"
122,122,2019-01-11 23:59:45+00:00,what’s tall favorite animated disney movie isn’t pixar?,"[13.389356096067555, 19.658870421812317]"
123,123,2019-01-11 23:59:41+00:00,disney mickey mouse icon charm blue glass stones bracelet char treasuregalleria via etsy,"[77.80297734278223, 87.6221090553074]"
124,124,2019-01-11 23:59:27+00:00,"netflix, disney marvel tv studios save daredevil sign petition via change","[16.650118122514673, -4.684965506596514]"
125,125,2019-01-11 23:59:27+00:00,i really want go back disney world i’m poor i hate song,"[-7.64655020649118, 0.34641039380836053]"
126,126,2019-01-11 23:59:25+00:00,another amazing day waltdisneyworld again; transportation issues. the app &amp; posted bus time . at bus stop pm changed ...then ...then pm. disney do many things right multiple times trip transport dropped ball.,"[108.39170837971831, 60.155510625061886]"
127,127,2019-01-11 23:59:24+00:00,disney cosplay job interview chewbacca child stare contest chewbacca ... child ... chewbacca ... child tuuuuuurrrrr chewbacca the fuc mean tuuuuurrr child ... chewbacca ...fuck,"[31.730849793651107, 62.23495060701877]"
128,128,2019-01-11 23:59:16+00:00,we see you know disney,"[-1.8078556127179823, -3.896801225429991]"
129,129,2019-01-11 23:59:10+00:00,"disney ceo stock award worth much . million businessnews january ,","[22.871497564670026, 21.100828043605436]"
130,130,2019-01-11 23:59:10+00:00,disney minnie mouse hawaiian charm double sided bracelet charm treasuregalleria via etsy,"[56.61860715321212, 66.4377388657373]"
131,131,2019-01-11 23:59:08+00:00,it’s always either people really small cars cars disney pass holder stickers are worst drivers,"[16.847351533421023, 31.712442081860605]"
132,132,2019-01-12 23:59:50+00:00,i miss disney,"[-2.4581725013976152, 0.41099893723153064]"
133,133,2019-01-12 23:59:48+00:00,anyone else friends high school just leave disney world and never return?,"[-8.138764469805334, -2.6456661211108585]"
134,134,2019-01-12 23:59:42+00:00,"ruth ventsdusoir the good dinosaur. it’s typical disney anyway, contains biggest trigger part the story. i watched sort on purpose","[42.08786846343909, 30.127794902675976]"
135,135,2019-01-12 23:59:41+00:00,"breakfast, club level style disney’s animal kingdom lodge ️ come listen episode fancy, more fancy doing club level disney world link bio listen, subscribe, rate, review wdw disneyworld disneypodcast dvc disney kilimanjaroclub","[65.12050650894774, 106.92472872633914]"
136,136,2019-01-12 23:59:35+00:00,it’s circle life lionking disney animalkingdom cupcake delicious disney animal kingdom,"[45.002474580028796, 21.44673612177299]"
137,137,2019-01-12 23:59:31+00:00,hopemy crumbleskookie bts twt love disney world,"[1.002758792873771, -4.066844407333582]"
138,138,2019-01-12 23:59:29+00:00,sal hair to make disney no make kanan rebels cut hair sign petition via change roguewonjohnny made go’n it,"[11.835483797810102, -4.132289624071655]"
139,139,2019-01-12 23:59:26+00:00,currently watching frozen enjoying kindergartener still asks elsa send snow way. thought i share a throwback time i spotted idinamenzel the red carpet hollywood. so happy that frozen come this year disney entertainment,"[60.61400028164507, 34.19731532333643]"
140,140,2019-01-12 23:59:20+00:00,theocdfight ocds stopped being able listen music properly due triggers etc i listen disney my favourite band other that,"[32.771332407091656, 9.038351646196508]"
141,141,2019-01-12 23:59:16+00:00,early donald duck walt disney production animation litho model sheet,"[13.968997922714973, 33.68123009488981]"
142,142,2019-01-12 23:58:50+00:00,"ermac javlaviking qiaminer redherringdraws inflamedwood ermac dude, you’re level disconnect logic amazing you the one defending emperor kathleen kennedy the disney new order you claim are the dark side?","[42.61175697482394, 33.038021998721966]"
143,143,2019-01-13 23:59:52+00:00,imhighkeyjames i love the disney movies fav ones incredibles wreck it ralph &amp;,"[10.74217729156005, 5.356523478369935]"
144,144,2019-01-13 23:59:45+00:00,andrew joked me pregnant next year tori jenny like nooooo we need to go to disney world and drink in epcot next year i think taught a lot priorities,"[33.26748349325765, 17.238417430968386]"
145,145,2019-01-13 23:59:45+00:00,my boy and i might be going to disney next week and im so fucking pumpeddddd,"[-7.4662817798567955, -3.881793719404053]"
146,146,2019-01-13 23:59:44+00:00,disney bro i feel poverty i lost shit,"[-4.636223790238854, 0.8463537364171339]"
147,147,2019-01-13 23:59:43+00:00,im sick y’all flexing me your disney passes ig.,"[-3.735074890095926, 0.3491423681084294]"
148,148,2019-01-13 23:59:32+00:00,check walt disney theme park exclusive monorail play set red stripe nib ebay,"[26.969751787069786, 25.71651931935884]"
149,149,2019-01-13 23:59:31+00:00,writingcommmunity did ever a collection disney wonderful books reading i and guess s started love books,"[-1.219638830812481, 10.955304860604135]"
150,150,2019-01-13 23:59:26+00:00,check funko pop disney golden age pocahontas disney store exclusive ebay funko funkopop funkofunkast funkowomenofpower disney disneyworld disneyland disneyparks disneycruise disneyparkslive disneymarathon mickey,"[53.51722026594562, 80.20898579892237]"
151,151,2019-01-13 23:59:25+00:00,"which why can’t cancelled forever please disney, bring back disney . surely it’s no brainier?","[3.51870059411434, 19.45129808126072]"
152,152,2019-01-13 23:59:23+00:00,i’m itching race after seeing everyone the disney half full marathon weekend. congrats guys i hope was awesome finish.,"[-0.5821818401273433, 9.078126636322187]"
153,153,2019-01-13 23:59:15+00:00,"i liked youtube video ""meet the marvel masters"" stan lee tribute disney magic marvel day sea","[32.16490778470615, 18.954516441420342]"
154,154,2019-01-14 23:59:50+00:00,i need channel tv plays disney originals day long,"[-1.5181067038544882, 8.297565108212643]"
155,155,2019-01-14 23:59:48+00:00,disney gone far time we need epix boycott image/ident/banner rally behind. something attach all disney posts&amp;videos now til dec &amp;beyond. something defines resistance &amp;anger common fan can used influence the public apathy,"[63.590522283577506, 64.12111051980284]"
156,156,2019-01-14 23:59:39+00:00,disney just launched a beauty &amp; the beast dishware line &amp; you want every piece,"[20.49974708098613, 19.8909355400876]"
157,157,2019-01-14 23:59:36+00:00,designationsix petsmart chewy allstate esurance ford lincolnmotorco disney nestle rubytuesday mcdonalds longjohnslvrs applebees starbucks duluthtradingco walmart cabelas somebody help understand the hell starbucks on here? hasn’t foxnews endorsed boycott them multiple times?,"[65.52041888596328, 43.84697862035723]"
158,158,2019-01-14 23:59:32+00:00,paramvir thandi sriver prequelmemesbot how i suppose know? i dunno much planets star wars. i still trying figure out myself. but disney making the canons now. i could wrong the legends i think i heard something like that. but whatever.,"[46.01420809358418, 59.42790587316143]"
159,159,2019-01-14 23:59:28+00:00,what bunch crap swtheory sorry happened. keep keepin brother maytheforcebewithyou starwars shameonyoudisney disneystudios disney,"[31.927715988420406, 43.87564715594441]"
160,160,2019-01-14 23:59:28+00:00,kristianharloff check star wars theory video explaining disney taken fan film monetized by ads. it feels like kick the nuts a fan is helping promote the brand of his own pocket almost nefarious the manner did,"[37.67236256148643, 72.26570263096994]"
161,161,2019-01-14 23:59:28+00:00,"disneytva i think make zootopia tv series called ""tailor fox &amp; angry rabbit cop"" disney channel disney streaming service for year ……..","[36.87866561505516, 9.30678493030816]"
162,162,2019-01-14 23:59:23+00:00,i be done february without doubt . . music dan bressler . . thedisneylandproject sleepingbeautyscastle disneycastle castle disney disneyland etchasketch…,"[31.597490707800834, 34.12939999212724]"
163,163,2019-01-14 23:59:08+00:00,disney giving shows million dollar budgets ? streaming service gone cost much cable,"[7.410004674223477, 12.111019666071789]"
