,Unnamed: 0,Time,Text,Sentiment
72,72,2019-01-06 22:53:45+00:00,starlingbank just waiting the day i out my santander overdraft i be instantly switching permanently love bank everything you stand keep the amazing work,"[18.640768753215756, 1.045601174440909]"
73,73,2019-01-06 22:53:07+00:00,real madrid vs real sociedad resumen y goles la liga santander hd – madrid video,"[31.392114583980817, 50.51398403750471]"
74,74,2019-01-06 22:48:41+00:00,. santander,"[-1.0275302895128153, 0.09403171800190152]"
75,75,2019-01-06 22:38:55+00:00,"laliga santander this barcelona fine laliga santander, not the champions league","[22.250535635004088, 42.94171432153897]"
76,76,2019-01-06 22:29:45+00:00,laaiclash santander rules,"[9.332171278236721, 0.7569651199653504]"
77,77,2019-01-07 23:59:17+00:00,"think become but are than happy work santander, a subsidised mortgage buy own house terrorise sick kids alder hey. socialist rules don’t apply dan man they?","[76.1601416863775, 32.59981962923073]"
78,78,2020-09-03 18:26:48+00:00,"lenovo legion x playapex now your chance rise the rest. unmatched performance, purposeful engineering, modern design. gear with machine savage you are. stylish outside. savage inside.","[75.1630887480833, 54.2806501932506]"
79,79,2019-01-07 23:58:44+00:00,"think become but are than happy work santander, a subsidised mortgage buy own house terrorise sick kids alder hey. socialist rules don’t apply dan man they?","[76.1601416863775, 32.59981962923073]"
80,80,2019-01-07 23:53:42+00:00,"think become newsflash dan works the enemy socialism santander bank accuses man eating sweets a really nasty way. so, dan hates kids, owns house works a bank. plastic class warrior hypocrisy","[109.8805337509307, 90.26605056690482]"
81,81,2019-01-07 23:26:04+00:00,"how seve, faldo, langer, lyle woosnam changed face the ryder cup the house humble, far grand, centred a smallholding the village pedreña, near santander, the northwest coast spain. chickens pecked clucked","[43.06386489286232, 39.41547497860946]"
82,82,2019-01-07 23:07:15+00:00,"i want be close you, the maximum distance a hug photography travel santander love nextstep","[42.401545363129635, 17.665120853473457]"
83,83,2019-01-07 23:00:56+00:00,"ª jornada, liga santander. clasificación. ️ champions league. ️⃣ fcbarcelona es ️⃣ atleti ️⃣ sevillafc ️⃣ alaves ️ europa league. ️⃣ realmadrid ️⃣ realbetis ️ descenso liga ||. ️⃣️⃣ villarrealcf ️⃣️⃣ rayovallecano ️⃣️⃣ sdhuesca","[13.233596336963746, 24.11608703101962]"
84,84,2019-01-07 22:54:26+00:00,"ª jornada, liga ||. ️ ascenso liga santander. ️⃣ granadacdef ️⃣ albacetebpsad ️ promoción liga santander. ️⃣ rcdeportivo ️⃣ malagacf ️⃣ caosasuna ️⃣ ad alcorcon ️ descenso ª b ️⃣️⃣ ext ud ️⃣️⃣ cfreusdeportiu ️⃣️⃣ cordobacfsad ️⃣️⃣ nastictarragona","[9.22422320938906, 9.694819650380127]"
85,85,2019-01-07 22:42:17+00:00,video shows encounter led southwestern cop shooting handcuffed man – york dispatch – santander bank,"[42.37617809105269, 41.069774032353614]"
86,86,2019-01-07 22:32:44+00:00,day santander lunesfestivo puentefestivo,"[-0.183032359111307, -0.8609474194597218]"
87,87,2019-01-07 22:29:23+00:00,"quizeye yes, stopped one year the way cardiff see it. it under used has little visitor centre like ours. i think is one santander well.","[35.727072135225306, 41.917545908277354]"
88,88,2019-01-08 23:49:32+00:00,mtfernandes santander online,"[-3.045835831200921, -1.1401548649205309]"
89,89,2020-10-02 15:59:10+00:00,learn an overhaul nj competitive energy market would force state ratepayers pay higher electric bills.,"[75.93762458446804, 55.318903464494745]"
90,90,2019-01-08 23:34:07+00:00,al bate anthony santander | leones – tigres | inning | outs |,"[7.295801097862349, 3.3730763989023824]"
91,91,2019-01-08 23:27:02+00:00,"tona, santander","[-1.163827870224604, -0.3743858461810367]"
